0128,electrolytic capacitor,,Electrical Components: Capacitors ,each,10,100,,,"{
  ""2023-08-08 20:52:27"": ""https://www.digikey.com/product-detail/en/nichicon/UVR1E332MHD/493-1067-ND/588808""
}","{
  ""2023-08-08 20:52:27"": ""Digi-Key""
}","{
  ""2023-08-08 20:52:27"": ""$0.79""
}","capacitor, electrolytic, 3300uF, 25V, 20%"
0130,electrolytic capacitor,,Electrical Components: Capacitors ,,10,50,,,"{
  ""2023-08-08 20:52:27"": """"
}","{
  ""2023-08-08 20:52:27"": """"
}","{
  ""2023-08-08 20:52:27"": """"
}","capacitor, electrolytic, 47uF, 25V, 20%"
0132,electrolytic capacitor,,Electrical Components: Capacitors ,,2,10,,,"{
  ""2023-08-08 20:52:27"": """"
}","{
  ""2023-08-08 20:52:27"": """"
}","{
  ""2023-08-08 20:52:27"": ""$1.50""
}","capacitor, electrolytic, photoflash, 120uF, 330WV, TRE04"
,Empty,,B9-R6-C2,,,,,,"{
  ""2023-08-08 20:52:27"": """"
}","{
  ""2023-08-08 20:52:27"": """"
}","{
  ""2023-08-08 20:52:27"": """"
}",
,Empty,,B9-R6-C3,,,,,,"{
  ""2023-08-08 20:52:27"": """"
}","{
  ""2023-08-08 20:52:27"": """"
}","{
  ""2023-08-08 20:52:27"": """"
}",
,Empty,,B9-R6-C4,,,,,,"{
  ""2023-08-08 20:52:27"": """"
}","{
  ""2023-08-08 20:52:27"": """"
}","{
  ""2023-08-08 20:52:27"": """"
}",
0140,1000µF electrolytic capacitor,,Electrical Components: Capacitors ,each,5,100,,,"{
  ""2023-08-08 20:52:27"": ""https://www.digikey.com/en/products/detail/kemet/ESK108M025AH4AA/3083018""
}","{
  ""2023-08-08 20:52:27"": ""Digi-Key""
}","{
  ""2023-08-08 20:52:27"": ""$0.45""
}","capacitor, electrolytic, 1000µF, 25V, 20%"
,Empty,,B9-R6-C6,,,,,,"{
  ""2023-08-08 20:52:27"": """"
}","{
  ""2023-08-08 20:52:27"": """"
}","{
  ""2023-08-08 20:52:27"": """"
}",
,Empty,,B9-R6-C7,,,,,,"{
  ""2023-08-08 20:52:27"": """"
}","{
  ""2023-08-08 20:52:27"": """"
}","{
  ""2023-08-08 20:52:27"": """"
}",
,Empty,,B9-R6-C8,,,,,,"{
  ""2023-08-08 20:52:27"": """"
}","{
  ""2023-08-08 20:52:27"": """"
}","{
  ""2023-08-08 20:52:27"": """"
}",
,Empty,,B9-R7-C1,,,,,,"{
  ""2023-08-08 20:52:27"": """"
}","{
  ""2023-08-08 20:52:27"": """"
}","{
  ""2023-08-08 20:52:27"": """"
}",
,Empty,,B9-R7-C2,,,,,,"{
  ""2023-08-08 20:52:27"": """"
}","{
  ""2023-08-08 20:52:27"": """"
}","{
  ""2023-08-08 20:52:27"": """"
}",
,Empty,,B9-R7-C3,,,,,,"{
  ""2023-08-08 20:52:27"": """"
}","{
  ""2023-08-08 20:52:27"": """"
}","{
  ""2023-08-08 20:52:27"": """"
}",
,Empty,,B9-R7-C4,,,,,,"{
  ""2023-08-08 20:52:27"": """"
}","{
  ""2023-08-08 20:52:27"": """"
}","{
  ""2023-08-08 20:52:27"": """"
}",
,Empty,,B9-R7-C5,,,,,,"{
  ""2023-08-08 20:52:27"": """"
}","{
  ""2023-08-08 20:52:27"": """"
}","{
  ""2023-08-08 20:52:27"": """"
}",
,Empty,,B9-R7-C6,,,,,,"{
  ""2023-08-08 20:52:27"": """"
}","{
  ""2023-08-08 20:52:27"": """"
}","{
  ""2023-08-08 20:52:27"": """"
}",
,Empty,,B9-R7-C7,,,,,,"{
  ""2023-08-08 20:52:27"": """"
}","{
  ""2023-08-08 20:52:27"": """"
}","{
  ""2023-08-08 20:52:27"": """"
}",
,Empty,,B9-R7-C8,,,,,,"{
  ""2023-08-08 20:52:27"": """"
}","{
  ""2023-08-08 20:52:27"": """"
}","{
  ""2023-08-08 20:52:27"": """"
}",
1114,10.0µH inductor,,Electrical Components: Misc,each,5,50,,,"{
  ""2023-08-08 20:52:27"": ""http://www.digikey.com/product-detail/en/api-delevan-mil/ER1641-103KM/ER1641-103KM-MIL/4203599""
}","{
  ""2023-08-08 20:52:27"": ""Digi-Key""
}","{
  ""2023-08-08 20:52:27"": """"
}","inductor, 10.0µH, coil, shielded, molded"
,Empty,,B9-R8-C2,,,,,,"{
  ""2023-08-08 20:52:27"": """"
}","{
  ""2023-08-08 20:52:27"": """"
}","{
  ""2023-08-08 20:52:27"": """"
}",
,Empty,,B9-R8-C3,,,,,,"{
  ""2023-08-08 20:52:27"": """"
}","{
  ""2023-08-08 20:52:27"": """"
}","{
  ""2023-08-08 20:52:27"": """"
}",
,Empty,,B9-R8-C4,,,,,,"{
  ""2023-08-08 20:52:27"": """"
}","{
  ""2023-08-08 20:52:27"": """"
}","{
  ""2023-08-08 20:52:27"": """"
}",
,Empty,,B9-R8-C5,,,,,,"{
  ""2023-08-08 20:52:27"": """"
}","{
  ""2023-08-08 20:52:27"": """"
}","{
  ""2023-08-08 20:52:27"": """"
}",
,Empty,,B9-R8-C6,,,,,,"{
  ""2023-08-08 20:52:27"": """"
}","{
  ""2023-08-08 20:52:27"": """"
}","{
  ""2023-08-08 20:52:27"": """"
}",
0176,Empty,,B9-R8-C7,,6,50,,,"{
  ""2023-08-08 20:52:27"": """"
}","{
  ""2023-08-08 20:52:27"": """"
}","{
  ""2023-08-08 20:52:27"": ""$0.60""
}",Empty
0178,Empty,,B9-R8-C8,,,,,,"{
  ""2023-08-08 20:52:27"": """"
}","{
  ""2023-08-08 20:52:27"": """"
}","{
  ""2023-08-08 20:52:27"": """"
}",
0180,microswitch,Active,Input: Buttons & Switches,,5,40,,,"{
  ""2023-08-08 20:52:27"": ""https://www.aliexpress.com/item/32987589272.html""
}","{
  ""2023-08-08 20:52:27"": ""AliExpress""
}","{
  ""2023-08-08 20:52:27"": ""$0.216""
}","microswitch, button actuator, 600mA@125VDC, V-15-1C25"
0182,microswitch,Active,Input: Buttons & Switches,,5,,,,"{
  ""2023-08-08 20:52:27"": ""https://www.aliexpress.com/item/32987589272.html""
}","{
  ""2023-08-08 20:52:27"": ""AliExpress""
}","{
  ""2023-08-08 20:52:27"": ""$0.216""
}","microswitch, short lever, 600mA@125VDC, V-151-1C25"
0184,microswitch,Active,Input: Buttons & Switches,,5,,,,"{
  ""2023-08-08 20:52:27"": ""https://www.aliexpress.com/item/32987589272.html""
}","{
  ""2023-08-08 20:52:27"": ""AliExpress""
}","{
  ""2023-08-08 20:52:27"": ""$0.216""
}","microswitch, medium lever, 600mA@125VDC, V-152-1C25"
0186,microswitch,Active,Input: Buttons & Switches,,5,,,,"{
  ""2023-08-08 20:52:27"": ""https://www.aliexpress.com/item/32987589272.html""
}","{
  ""2023-08-08 20:52:27"": ""AliExpress""
}","{
  ""2023-08-08 20:52:27"": ""$0.216""
}","microswitch, long lever, 600mA@125VDC, V-153-1C25"
